date,department,program of study,year of study,overall quality of education,accessibility of college resources,effectiveness of communication channels,quality of campus facilities,likelihood to recommend the college,satisfaction with extracurricular activities,support provided by academic advisors,promotion of diversity and inclusion,effectiveness of career services,satisfaction with IT support,greatest strength,areas needing improvement,positive experience with professor/staff,additional resources or support desired,suggestions for enhancing student engagement
2023-12-20,Technical,Software Engineering,1.2,3,5,1,1,1,3,4,1,5,1,Communication from the administration could be more timely.,"The IT support is responsive, but the campus WiFi needs improvement.",More extracurricular activities related to tech would be beneficial.,More extracurricular activities related to tech would be beneficial.,The professors are very knowledgeable and supportive.
2024-05-06,Technical,Data Science,2.1,5,2,4,5,5,5,4,5,5,4,More extracurricular activities related to tech would be beneficial.,"The campus facilities are well-maintained, but the labs need more modern equipment.","The IT support is responsive, but the campus WiFi needs improvement.",More extracurricular activities related to tech would be beneficial.,The professors are very knowledgeable and supportive.
2024-03-19,Business,Financial Engineering,3.2,5,2,2,3,5,1,3,1,5,3,"The career services helped me land an internship, which was a fantastic experience.",The professors are very knowledgeable and supportive.,"The career services helped me land an internship, which was a fantastic experience.","The IT support is responsive, but the campus WiFi needs improvement.",The professors are very knowledgeable and supportive.
2023-12-09,Technical,Telecommunication,1.2,4,4,5,5,1,4,5,1,5,4,The professors are very knowledgeable and supportive.,The diversity and inclusion initiatives are commendable.,"The IT support is responsive, but the campus WiFi needs improvement.","The campus facilities are well-maintained, but the labs need more modern equipment.",The diversity and inclusion initiatives are commendable.
2023-07-16,Technical,Data Science,1.2,2,3,5,2,5,5,2,3,5,3,"The career services helped me land an internship, which was a fantastic experience.",The professors are very knowledgeable and supportive.,"The library is great, but we need more access to online resources.",More extracurricular activities related to tech would be beneficial.,"The library is great, but we need more access to online resources."
2022-12-10,Business,Financial Engineering,3.2,1,2,5,5,4,3,1,5,2,4,Communication from the administration could be more timely.,The professors are very knowledgeable and supportive.,The diversity and inclusion initiatives are commendable.,More extracurricular activities related to tech would be beneficial.,"The IT support is responsive, but the campus WiFi needs improvement."
2022-10-03,Business,Financial Engineering,2.1,4,1,2,1,5,4,4,1,2,2,Communication from the administration could be more timely.,Communication from the administration could be more timely.,"The IT support is responsive, but the campus WiFi needs improvement.",More extracurricular activities related to tech would be beneficial.,"The career services helped me land an internship, which was a fantastic experience."
2024-06-10,Business,Financial Engineering,3.1,2,2,5,3,5,3,1,1,2,4,"The career services helped me land an internship, which was a fantastic experience.","The library is great, but we need more access to online resources.","The library is great, but we need more access to online resources.",The diversity and inclusion initiatives are commendable.,The diversity and inclusion initiatives are commendable.
2023-12-15,Business,Digital Marketing,1.1,1,4,5,2,1,1,2,5,3,1,"The library is great, but we need more access to online resources.","The IT support is responsive, but the campus WiFi needs improvement.",The diversity and inclusion initiatives are commendable.,"The library is great, but we need more access to online resources.",More extracurricular activities related to tech would be beneficial.
2022-12-22,Technical,Telecommunication,3.2,5,1,3,1,4,4,2,5,2,5,"The campus facilities are well-maintained, but the labs need more modern equipment.",The diversity and inclusion initiatives are commendable.,The professors are very knowledgeable and supportive.,"The library is great, but we need more access to online resources.",Communication from the administration could be more timely.
2023-02-16,Technical,Telecommunication,2.1,1,4,4,4,5,3,4,2,1,4,The professors are very knowledgeable and supportive.,The diversity and inclusion initiatives are commendable.,The diversity and inclusion initiatives are commendable.,The professors are very knowledgeable and supportive.,The professors are very knowledgeable and supportive.
2023-05-04,Business,Digital Marketing,3.1,1,4,4,4,1,2,5,5,1,3,"The library is great, but we need more access to online resources.",The diversity and inclusion initiatives are commendable.,More extracurricular activities related to tech would be beneficial.,"The IT support is responsive, but the campus WiFi needs improvement.","The career services helped me land an internship, which was a fantastic experience."
2024-01-22,Technical,Software Engineering,2.2,2,1,2,3,3,2,2,3,4,1,"The campus facilities are well-maintained, but the labs need more modern equipment.","The IT support is responsive, but the campus WiFi needs improvement.","The campus facilities are well-maintained, but the labs need more modern equipment.","The library is great, but we need more access to online resources.","The career services helped me land an internship, which was a fantastic experience."
2023-08-24,Technical,Computer Networking,1.1,5,2,1,4,1,2,4,2,5,3,The professors are very knowledgeable and supportive.,"The campus facilities are well-maintained, but the labs need more modern equipment.","The campus facilities are well-maintained, but the labs need more modern equipment.",Communication from the administration could be more timely.,The diversity and inclusion initiatives are commendable.
